task,episode,step,joint_name,position
pick up the black bowl next to the cookie box and place it on the plate,27,105,robot0_joint4,-0.06975127828317938
pick up the black bowl next to the cookie box and place it on the plate,27,106,robot0_joint2,1.5868876811799846
pick up the black bowl next to the cookie box and place it on the plate,27,106,robot0_joint4,-0.069738562841232
pick up the black bowl next to the cookie box and place it on the plate,27,107,robot0_joint2,1.598866868866057
pick up the black bowl next to the cookie box and place it on the plate,27,107,robot0_joint4,-0.06974096280148386
pick up the black bowl next to the cookie box and place it on the plate,27,108,robot0_joint2,1.6103771086740089
pick up the black bowl next to the cookie box and place it on the plate,27,108,robot0_joint4,-0.06974369069782559
pick up the black bowl next to the cookie box and place it on the plate,27,109,robot0_joint2,1.6218631501451863
pick up the black bowl next to the cookie box and place it on the plate,27,109,robot0_joint4,-0.0697430804033068
pick up the black bowl next to the cookie box and place it on the plate,27,110,robot0_joint2,1.6334541292257345
pick up the black bowl next to the cookie box and place it on the plate,27,110,robot0_joint4,-0.06973586656373891
pick up the black bowl next to the cookie box and place it on the plate,27,111,robot0_joint2,1.6449394372443014
pick up the black bowl next to the cookie box and place it on the plate,27,111,robot0_joint4,-0.06975649069244903
pick up the black bowl next to the cookie box and place it on the plate,27,112,robot0_joint2,1.6561045981645655
pick up the black bowl next to the cookie box and place it on the plate,27,112,robot0_joint4,-0.06975929131539613
pick up the black bowl on the stove and place it on the plate,6,147,robot0_joint2,1.5874612893437208
pick up the black bowl on the stove and place it on the plate,6,148,robot0_joint2,1.5883157283130225
pick up the black bowl on the stove and place it on the plate,6,149,robot0_joint2,1.588329851024856
pick up the black bowl on the stove and place it on the plate,6,150,robot0_joint2,1.587617783994589
pick up the black bowl on the stove and place it on the plate,6,151,robot0_joint2,1.5866905223588987
pick up the black bowl on the stove and place it on the plate,6,165,robot0_joint7,2.6261804582188475
pick up the black bowl on the stove and place it on the plate,6,166,robot0_joint7,2.675704217971334
pick up the black bowl on the stove and place it on the plate,6,167,robot0_joint7,2.7259184961427096
pick up the black bowl on the stove and place it on the plate,6,168,robot0_joint7,2.780239160951054
pick up the black bowl on the stove and place it on the plate,6,169,robot0_joint7,2.83776556928976
pick up the black bowl on the stove and place it on the plate,6,170,robot0_joint7,2.8975912575054608
pick up the black bowl on the stove and place it on the plate,6,171,robot0_joint7,2.9013330913382296
pick up the black bowl on the stove and place it on the plate,6,172,robot0_joint7,2.8982366427169017
pick up the black bowl on the stove and place it on the plate,6,173,robot0_joint7,2.8977606129188396
pick up the black bowl on the stove and place it on the plate,6,174,robot0_joint7,2.8977564197260826
pick up the black bowl on the stove and place it on the plate,6,175,robot0_joint7,2.8977590172297605
pick up the black bowl on the stove and place it on the plate,6,176,robot0_joint7,2.8977614508892913
pick up the black bowl on the stove and place it on the plate,6,177,robot0_joint7,2.89775892460578
pick up the black bowl on the stove and place it on the plate,6,178,robot0_joint7,2.8977584018454867
pick up the black bowl on the stove and place it on the plate,6,179,robot0_joint7,2.897758311388305
pick up the black bowl on the stove and place it on the plate,6,180,robot0_joint7,2.8977581635319716
pick up the black bowl on the stove and place it on the plate,6,181,robot0_joint7,2.897752067396978
pick up the black bowl on the stove and place it on the plate,6,182,robot0_joint7,2.8977517266288135
pick up the black bowl on the stove and place it on the plate,6,183,robot0_joint7,2.897735228226995
pick up the black bowl on the stove and place it on the plate,6,184,robot0_joint7,2.8977095850647654
pick up the black bowl on the stove and place it on the plate,6,185,robot0_joint7,2.897688667754922
pick up the black bowl on the stove and place it on the plate,6,186,robot0_joint7,2.8974260075177307
pick up the black bowl on the stove and place it on the plate,6,187,robot0_joint7,2.89734175295379
pick up the black bowl on the stove and place it on the plate,6,188,robot0_joint7,2.8972701033772363
pick up the black bowl on the stove and place it on the plate,6,189,robot0_joint7,2.896862607387619
pick up the black bowl on the stove and place it on the plate,6,190,robot0_joint7,2.8959212983351503
pick up the black bowl on the stove and place it on the plate,6,191,robot0_joint7,2.8940546550420128
pick up the black bowl on the stove and place it on the plate,6,192,robot0_joint7,2.8951146092692985
pick up the black bowl on the stove and place it on the plate,6,193,robot0_joint7,2.897830898994681
pick up the black bowl on the stove and place it on the plate,6,194,robot0_joint7,2.8975322930100234
pick up the black bowl on the stove and place it on the plate,6,195,robot0_joint7,2.897314730618588
pick up the black bowl on the stove and place it on the plate,6,196,robot0_joint7,2.8811836026338633
pick up the black bowl on the stove and place it on the plate,6,197,robot0_joint7,2.8435367839800447
pick up the black bowl on the stove and place it on the plate,6,198,robot0_joint7,2.7957446695047654
pick up the black bowl on the stove and place it on the plate,6,199,robot0_joint7,2.745395443161489
pick up the black bowl on the stove and place it on the plate,6,200,robot0_joint7,2.6979008236451856
pick up the black bowl on the stove and place it on the plate,6,201,robot0_joint7,2.670624315526697
pick up the black bowl on the stove and place it on the plate,6,202,robot0_joint7,2.65624890719681
pick up the black bowl on the stove and place it on the plate,6,203,robot0_joint7,2.647588675905302
pick up the black bowl on the stove and place it on the plate,6,204,robot0_joint7,2.644403960085471
pick up the black bowl on the stove and place it on the plate,6,205,robot0_joint7,2.6285756215972955
pick up the black bowl on the stove and place it on the plate,6,206,robot0_joint7,2.6184987331961906
pick up the black bowl on the stove and place it on the plate,6,207,robot0_joint7,2.6169778538685047
pick up the black bowl on the stove and place it on the plate,6,208,robot0_joint7,2.6168391105847513
pick up the black bowl on the stove and place it on the plate,6,209,robot0_joint7,2.6167096022047325
pick up the black bowl on the stove and place it on the plate,6,210,robot0_joint7,2.6143140503158295
pick up the black bowl on the stove and place it on the plate,6,211,robot0_joint7,2.618004726825338
pick up the black bowl on the stove and place it on the plate,6,212,robot0_joint7,2.629441931239582
pick up the black bowl on the stove and place it on the plate,6,213,robot0_joint7,2.643181640768547
pick up the black bowl on the stove and place it on the plate,6,214,robot0_joint5,-2.681647483189606
pick up the black bowl on the stove and place it on the plate,6,214,robot0_joint7,2.6555137222292333
pick up the black bowl on the stove and place it on the plate,6,215,robot0_joint5,-2.832131966604219
pick up the black bowl on the stove and place it on the plate,6,215,robot0_joint7,2.6640273016653406
pick up the black bowl on the stove and place it on the plate,6,216,robot0_joint5,-2.914298736603805
pick up the black bowl on the stove and place it on the plate,6,216,robot0_joint7,2.6641658573740057
pick up the black bowl on the stove and place it on the plate,6,217,robot0_joint5,-2.901951628706534
pick up the black bowl on the stove and place it on the plate,6,217,robot0_joint7,2.658398229033582
pick up the black bowl on the stove and place it on the plate,6,218,robot0_joint5,-2.8989421893760867
pick up the black bowl on the stove and place it on the plate,6,218,robot0_joint7,2.650809216767528
pick up the black bowl on the stove and place it on the plate,6,219,robot0_joint5,-2.8983879299141573
pick up the black bowl on the stove and place it on the plate,6,219,robot0_joint7,2.64934047409254
pick up the black bowl on the stove and place it on the plate,6,220,robot0_joint5,-2.898172310509242
pick up the black bowl on the stove and place it on the plate,6,220,robot0_joint7,2.653607457529204
